"Title","Authors","Link","Year","Source title","Abstract","Author Keywords","Sponsors","Publisher","Conference name","Conference date","Conference location","Conference code","Document Type","Source"
"A change guide method based on developers' interaction and past recommendation","Yamamori A., Kobayashi T.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015873843&doi=10.2316%2fP.2016.835-012&partnerID=40&md5=5cfa9770f232aa6adbb0b7562c15af66",2016,"Proceedings of the 13th IASTED International Conference on Parallel and Distributed Computing and Networks, PDCN 2016","In this paper, we propose a change guide method based on the past developers' activity that consists of read and write access records of artifacts. In our proposed method, we calculate candidates of next change recommendation considering the history of its recommendations. We define ""cumulative likelihood"" to enable the method to recommend the appropriate candidates when a change propagates more than one code elements. A case study using interaction history logs from 15 participants showed the improvement of the accuracy of the method-level change recommendation.","Change guide; Interaction history; Software maintenance; Software repository mining",,"Acta Press","13th IASTED International Conference on Parallel and Distributed Computing and Networks, PDCN 2016","15 February 2016 through 16 February 2016",,126242,"Conference Paper","Scopus"
"Design of CQA systems for flexible and scalable deployment and evaluation","Srba I., Bielikova M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977495635&doi=10.1007%2f978-3-319-38791-8_30&partnerID=40&md5=23744a1c6cda80af652f3594e0a644d4",2016,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","Successfulness of Community Question Answering (CQA) systems on the open web (e.g. Yahoo! Answers) motivated for their utilization in new contexts (e.g. education or enterprise) and environments (e.g. inside organizations). In spite of initial research how their specifics influence design of CQA systems, many additional problems have not been addressed so far. Especially a poor flexibility and scalability which hamper: (1) CQA essential features to be employed in various settings (e.g. in different educational organizations); and (2) collaboration support methods to be effectively evaluated (e.g. in offline as well as in live experiments). In this paper, we provide design recommendations how to achieve flexible and scalable deployment and evaluation by means of a case study on educational and organizational CQA system Askalot. Its universal and configurable features allow us to deploy it at two universities as well as in MOOC system edX. In addition, by means of its experimental infrastructure, we can integrate various collaboration support methods which are loosely coupled and can be easily evaluated online as well as offline with datasets from Askalot itself or even from all CQA systems built on the top of the Stack Exchange platform. Â© Springer International Publishing Switzerland 2016.","Askalot; CQA; Flexibility; Scalability; System design","Etal;Google;innoQ;lastminute.comgroup;Nokia;Springer","Springer Verlag","16th International Conference on Web Engineering, ICWE 2016","6 June 2016 through 9 June 2016",,176609,"Conference Paper","Scopus"
"Service analytics for IT service management","Diao Y., Jan E., Li Y., Rosu D., Sailer A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978959434&doi=10.1147%2fJRD.2016.2520620&partnerID=40&md5=77c3ba810563cea6826f3dafcaf99776",2016,"IBM Journal of Research and Development","Outsourcing enterprise IT service management is an increasingly challenging business. On one hand, service providers must deliver with respect to customer expectations of service quality and innovation. On the other hand, they must continuously seek competitive reductions in the costs of service delivery and management. These targets can be achieved with integration of innovative service management tools, automation, and advanced analytics. In this paper, we focus on service analytics, the subset of analytics problems and solutions concerning specific service delivery and management performance and cost optimization. The paper reviews various service analytics methods and technologies that have been developed and applied to enhance IT service management. We use our industrial experience to highlight the challenges faced in the development and adoption of service analytics, and we discuss open problems. Â© 1957-2012 IBM.",,,"IBM Corporation",,,,,"Article","Scopus"
"Augmented live communication workspace platform to assist and utilize cognitive abilities of senior workers","Kosugi A., Nishiguchi S., Izumi M., Kobayashi M., Hiyama A., Hirose M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978818539&doi=10.1007%2f978-3-319-40238-3_37&partnerID=40&md5=36c62c4f67cd7f38dfeea16ff6ba774d",2016,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","Live communication over long distances is indispensable for seniors, and tools have evolved to improve the sense of presence: sight is added by video and robots represent bodies at remote locations. Emerging technologies that assist cognitive abilities may improve the communication quality beyond reality. However, they have been independently developed and cannot be integrated easily. This results in not only raising the development cost but also hampering new technology being installed in this area. Therefore, we propose a platform for remote and live communication that supports portable and fast data transfer connections as fundamental functions and possesses a plug-in framework that enables features to be extended dynamically on the basis of a common interface. In this paper, we explain the design of this platform and describe some plug-in based applications and scenarios built on it as examples validating the concept. Â© Springer International Publishing Switzerland 2016.","Accessibility; Agent conversations; Augmented reality; Cognitive assistance; Physical devices; Plug-ins; Remote communication; Senior workforce; Tele-presence robot; WebRTC",,"Springer Verlag","10th International Conference on Universal Access in Human-Computer Interaction, UAHCI 2016 and Held as Part of 18th International Conference on Human-Computer Interaction, HCI International 2016","17 July 2016 through 22 July 2016",,177929,"Conference Paper","Scopus"
"Rain streak removal using layer priors","Li Y., Tan R.T., Guo X., Lu J., Brown M.S.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84986247490&partnerID=40&md5=6d69345604a7586585e9f35b9579da86",2016,"Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition","This paper addresses the problem of rain streak removal from a single image. Rain streaks impair visibility of an image and introduce undesirable interference that can severely affect the performance of computer vision algorithms. Rain streak removal can be formulated as a layer decomposition problem, with a rain streak layer superimposed on a background layer containing the true scene content. Existing decomposition methods that address this problem employ either dictionary learning methods or impose a low rank structure on the appearance of the rain streaks. While these methods can improve the overall visibility, they tend to leave too many rain streaks in the background image or over-smooth the background image. In this paper, we propose an effective method that uses simple patch-based priors for both the background and rain layers. These priors are based on Gaussian mixture models and can accommodate multiple orientations and scales of the rain streaks. This simple approach removes rain streaks better than the existing methods qualitatively and quantitatively. We overview our method and demonstrate its effectiveness over prior work on a number of examples.",,,"IEEE Computer Society","2016 IEEE Conference on Computer Vision and Pattern Recognition, CVPR 2016","26 June 2016 through 1 July 2016",,123331,"Conference Paper","Scopus"
"Exploring the usability and effectiveness of interactive annotation and code review for the detection of security vulnerabilities","Thomas T.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959896602&doi=10.1109%2fVLHCC.2015.7357234&partnerID=40&md5=de6d8d68f4a79296e6ab456a3922eb18",2015,"Proceedings of IEEE Symposium on Visual Languages and Human-Centric Computing, VL/HCC","According to a recent IBM study, the average cost for a stolen record raised 9% to $145 in 2014 [1]. Since millions of credit card records are stolen every year, the cost can easily run into billions of dollars. Consequently, application security is a very important concern during the development of applications today. Resolving security problems later in the development process is very time consuming and expensive. Therefore, it is favorable to detect and resolve security vulnerabilities as soon as possible during the development process. Â© 2015 IEEE.",,"Clemson University;IEEE Computer Society;NSF","IEEE Computer Society","IEEE Symposium on Visual Languages and Human-Centric Computing, VL/HCC 2015","18 October 2015 through 22 October 2015",,118707,"Conference Paper","Scopus"
"A study of interactive code annotation for access control vulnerabilities","Thomas T., Chu B., Lipford H., Smith J., Murphy-Hill E.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959891339&doi=10.1109%2fVLHCC.2015.7357200&partnerID=40&md5=4b417b02769feaf5476d53f913df07e3",2015,"Proceedings of IEEE Symposium on Visual Languages and Human-Centric Computing, VL/HCC","While there are a variety of existing tools to help detect security vulnerabilities in code, they are seldom used by developers due to the time or security expertise required. We are investigating techniques integrated within the IDE to help developers detect and mitigate security vulnerabilities. In this paper, we examine using interactive annotation for access control vulnerabilities. We evaluated whether developers could indicate access control logic using interactive annotation and understand the vulnerabilities reported as a result. Our study indicates that developers can easily find and annotate access control logic but can struggle to use our tool to trace the cause of the vulnerability. Our results provide design guidance for improving the interaction and communication of such security tools with developers. Â© 2015 IEEE.",,"Clemson University;IEEE Computer Society;NSF","IEEE Computer Society","IEEE Symposium on Visual Languages and Human-Centric Computing, VL/HCC 2015","18 October 2015 through 22 October 2015",,118707,"Conference Paper","Scopus"
"Multi-class weather classification on single images","Zhang Z., Ma H.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84956597509&doi=10.1109%2fICIP.2015.7351637&partnerID=40&md5=e8e3f579e30f0c9d9d390b12695d16b9",2015,"Proceedings - International Conference on Image Processing, ICIP","Multi-class weather classification from single images is a fundamental operation in many outdoor computer vision applications. However, it remains difficult and the limited work is carried out for addressing the difficulty. Moreover, existing method is based on the fixed scene. In this paper we present a method for any scenario multi-class weather classification based on multiple weather features and multiple kernel learning. Our approach extracts multiple weather features and takes properly processing. By combining these features into high dimensional vectors, we utilize multiple kernel learning to learn an adaptive classifier. We collect an outdoor image set that contains 20K images called MWI (Multi-class Weather Image) set. Experimental results show that the proposed method can efficiently recognize weather on MWI dataset. Â© 2015 IEEE.","Multi-class weather classification; multiple kernel learning; multiple weather features","The Institute of Electrical and Electronics Engineers on Signal Processing Society","IEEE Computer Society","IEEE International Conference on Image Processing, ICIP 2015","27 September 2015 through 30 September 2015",,117806,"Conference Paper","Scopus"
"Automatically augmenting learning material with practical questions to increase its relevance","Singh G.K., Kumar V., Bhat S., Pedanekar N.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960435526&doi=10.1109%2fFIE.2015.7344369&partnerID=40&md5=f9bf24808115eac98398a741dc70d97e",2015,"Proceedings - Frontiers in Education Conference, FIE","Relevance of a concept being taught to the real world is believed to contribute to an increase in the intrinsic motivation and engagement of a learner. Such relevance is often found lacking in learning material such as textbooks. Practical issues and problems one could face while learning or implementing new concepts are a means of establishing such relevance. In this paper, we propose a method to automatically augment learning material with practical questions about the concept being learnt. We use questions and answers from StackOverflow, a leading social Questions and Answers (Q&A) website to augment an electronic textbook interface, thus connecting the concepts being taught to the real world. For achieving this automatically, we first mine the textbook content to locate words and phrases which are likely to be the most important concepts on each page of the textbook. We then select only those words and phrases which appear as 'tags' in StackOverflow, typically defined by users while asking and answering questions. Using permutations of these tags as queries, we query the StackOverflow database to obtain relevant questions and answers to augment any given page. We present an interface to augment textbooks with such questions using the aforementioned method. We also present the results of a student survey examining the effectiveness of the augmentation in establishing relevance to their learning. Â© 2015 IEEE.","Augmentation; Computer Science Education; e-learning; Questions; Relevance; StackOverflow","ASEE Educational Research and Methods Division;IEEE Computer Society;IEEE Education Society;New Mexico State University;University of Texas","Institute of Electrical and Electronics Engineers Inc.","2015 IEEE Frontiers in Education Conference, FIE 2015","21 October 2015 through 24 October 2015",,118740,"Conference Paper","Scopus"
"Automated formation of the interactive tasks for the computer-aided training","Dukkardt A.N., Kuliev E.V., Kureichik V.V., Novikov A.A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960869224&doi=10.1109%2fICAICT.2015.7338632&partnerID=40&md5=8ac4dee2585316fdec457c2f9f9f140d",2015,"9th International Conference on Application of Information and Communication Technologies, AICT 2015 - Proceedings","The automated formation of the interactive task for the computer aided training means is studied in the article. This problem is of current importance since there is a necessity to create an instrumental tool that would give an opportunity to realize different types of the testing and training tasks on basis of the interactive technologies in the modern stage of the computer training system development. The instrumental tool aimed at formation of the dynamic tasks and assisting in the development of the interactive work of a trainee with the system is suggested in this work. Â© 2015 IEEE.","an automated system; an information system; interactive tasks; interactivity; training tasks",,"Institute of Electrical and Electronics Engineers Inc.","9th International Conference on Application of Information and Communication Technologies, AICT 2015","14 October 2015 through 16 October 2015",,118382,"Conference Paper","Scopus"
"Recommending insightful comments for source code using crowdsourced knowledge","Rahman M.M., Roy C.K., Keivanloo I.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963620738&doi=10.1109%2fSCAM.2015.7335404&partnerID=40&md5=d65c55e1df5a9a3ba5962a677e1e708b",2015,"2015 IEEE 15th International Working Conference on Source Code Analysis and Manipulation, SCAM 2015 - Proceedings","Recently, automatic code comment generation is proposed to facilitate program comprehension. Existing code comment generation techniques focus on describing the functionality of the source code. However, there are other aspects such as insights about quality or issues of the code, which are overlooked by earlier approaches. In this paper, we describe a mining approach that recommends insightful comments about the quality, deficiencies or scopes for further improvement of the source code. First, we conduct an exploratory study that motivates crowdsourced knowledge from Stack Overflow discussions as a potential resource for source code comment recommendation. Second, based on the findings from the exploratory study, we propose a heuristic-based technique for mining insightful comments from Stack Overflow Q & A site for source code comment recommendation. Experiments with 292 Stack Overflow code segments and 5,039 discussion comments show that our approach has a promising recall of 85.42%. We also conducted a complementary user study which confirms the accuracy and usefulness of the recommended comments. Â© 2015 IEEE.","code examples; code insight; comment recommendation; program analysis; Stack Overflow","Grammatech;IEEE Computer Society TCSE;Microsoft Research","Institute of Electrical and Electronics Engineers Inc.","IEEE 15th International Working Conference on Source Code Analysis and Manipulation, SCAM 2015","27 September 2015 through 28 September 2015",,118260,"Conference Paper","Scopus"
"Identifying wasted effort in the field via developer interaction data","Balogh G., Antal G., Beszedes A., Vidacs L., Gyimothy T., Vegh A.Z.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961675304&doi=10.1109%2fICSM.2015.7332490&partnerID=40&md5=666bbdafd32164061de69ce1de8a7b9e",2015,"2015 IEEE 31st International Conference on Software Maintenance and Evolution, ICSME 2015 - Proceedings","During software projects, several parts of the source code are usually re-written due to imperfect solutions before the code is released. This wasted effort is of central interest to the project management to assure on-time delivery. Although the amount of thrown-away code can be measured from version control systems, stakeholders are more interested in productivity dynamics that reflect the constant change in a software project. In this paper we present a field study of measuring the productivity of a medium-sized J2EE project. We propose a productivity analysis method where productivity is expressed through dynamic profiles- the so-called Micro-Productivity Profiles (MPPs). They can be used to characterize various constituents of software projects such as components, phases and teams. We collected detailed traces of developers' actions using an Eclipse IDE plug-in for seven months of software development throughout two milestones. We present and evaluate profiles of two important axes of the development process: by milestone and by application layers. MPPs can be an aid to take project control actions and help in planning future projects. Based on the experiments, project stakeholders identified several points to improve the development process. It is also acknowledged, that profiles show additional information compared to a naive diff-based approach. Â© 2015 IEEE.","Productivity; Project management; Security; Software; Software measurement; Stakeholders; User interfaces","IEEE Computer Society TCSE","Institute of Electrical and Electronics Engineers Inc.","31st IEEE International Conference on Software Maintenance and Evolution, ICSME 2015","29 September 2015 through 1 October 2015",,118301,"Conference Paper","Scopus"
"SODA: The stack overflow dataset almanac","Latorre N., Minelli R., Mocci A., Ponzanelli L., Lanza M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962251947&doi=10.1109%2fMUD.2015.7327961&partnerID=40&md5=65a4cc0bc4b4298f34818281d1555639",2015,"2015 IEEE 5th Workshop on Mining Unstructured Data, MUD 2015 - Proceedings","Stack Overflow has become a fundamental resource for developers, becoming the de facto Question and Answer (Q&A) website, and one of the standard unstructured data sources for software engineering research to mine knowledge about development. We present SODA, the Stack Overflow Dataset Almanac, a tool that helps researchers and developers to better understand the trends of discussion topics in Stack Overflow, based on the available tagging system. SODA provides an effective visualization to support the analysis of topics in different time intervals and frames, leveraging single or co-occurrent tags. We show, through simple usage scenarios, how SODA can be used to find interesting peculiar moments in the evolution of Stack Overflow discussions that closely match specific recent events in the area of software development. SODA is available at http://rio.inf.usi.ch/soda/ Â© 2015 IEEE.",,"IEEE Computer Society TCSE","Institute of Electrical and Electronics Engineers Inc.","5th IEEE Workshop on Mining Unstructured Data, MUD 2015","28 September 2015",,118605,"Conference Paper","Scopus"
"Noises in Interaction Traces Data and Their Impact on Previous Research Studies","Soh Z., Drioul T., Rappe P.-A., Khomh F., GuÃ©hÃ©neuc Y.-G., Habra N.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961612939&doi=10.1109%2fESEM.2015.7321209&partnerID=40&md5=139e764d814be6dab44950388cb91dbc",2015,"International Symposium on Empirical Software Engineering and Measurement","Context: Developers' interaction traces (ITs) are commonly used in software engineering to understand how developers maintain and evolve software systems. Researchers make several assumptions when mining ITs, e.g., edit events are considered to be change activities and the time mined from ITs is considered to be the time spent by the developers performing the maintenance task. Goal: We investigate the extent to which these assumptions are correct. We examine noises in developers'''' ITs data and the impact of these noises on previous results derived from these traces. Approach: We perform an experiment with 15 participants, whom we asked to perform bug-fixing activities and collect Mylyn ITs and VLC video captures. We then investigate noises between the two data sets and propose an approach to correct noises in ITs. Results: We find that Mylyn ITs can miss on average about 6% of the time spent performing a task and contain on average about 28% of false edit-events. We report that these noises may have led researchers to mislabel some participants'''' editing styles in about 34% of the cases and that the numbers of edit-events performed by developers and the times that they spent on tasks are correlated, when they were considered not to be. Conclusion: We show that ITs must be carefully cleaned before being used in research studies. Â© 2015 IEEE.","interaction traces; maintenance effort; noises; Software maintenance; video captures",,"IEEE Computer Society","ACM/IEEE International Symposium on Empirical Software Engineering and Measurement, ESEM 2015","22 October 2015 through 23 October 2015",,118866,"Conference Paper","Scopus"
"A tool for automatic formal modeling of railway interlocking systems","Ali Nur Oz M., Sener I., Turay Kaymakci O., Ustoglu I., Cansever G.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961711163&doi=10.1109%2fEUROCON.2015.7313752&partnerID=40&md5=05caf8610df6d793fc9c1b493b91dbad",2015,"Proceedings - EUROCON 2015","This paper introduces a new software tool, which can be used for automatic generation of Timed Arc Petri Net (TAPN) models from the railway station topology for interlocking systems. The introduced software tool has two components, 'Graphical User Interface' to draw the station topology and 'Application Software' to generate TAPN models from the station topology. TAPN is a highly recommended formal modeling method by the CENELEC EN50128 standard. Generated models, belonging to the station, are stored in an XML file and can be viewed using TAPAAL. Â© 2015 IEEE.","Automatic model generation; Interlocking system; Railway; Software tool; Timed arc Petri net",,"Institute of Electrical and Electronics Engineers Inc.","International Conference on Computer as a Tool, IEEE EUROCON 2015","8 September 2015 through 11 September 2015",,118530,"Conference Paper","Scopus"
"FlierMeet: A Mobile Crowdsensing System for Cross-Space Public Information Reposting, Tagging, and Sharing","Guo B., Chen H., Yu Z., Xie X., Huangfu S., Zhang D.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928574717&doi=10.1109%2fTMC.2014.2385097&partnerID=40&md5=b9e0fd7f6dffc84623144545589762bd",2015,"IEEE Transactions on Mobile Computing","Community bulletin boards serve an important function for public information sharing in modern society. Posted fliers advertise services, events, and other announcements. However, fliers posted offline suffer from problems such as limited spatial-temporal coverage and inefficient search support. In recent years, with the development of sensor-enhanced mobile devices, mobile crowd sensing (MCS) has been used in a variety of application areas. This paper presents FlierMeet, a crowd- powered sensing system for cross-space public information reposting, tagging, and sharing. The tags learned are useful for flier sharing and preferred information retrieval and suggestion. Specifically, we utilize various contexts (e.g., spatio-temporal info, flier publishing/reposting behaviors, etc.) and textual features to group similar reposts and classify them into categories. We further identify a novel set of crowd-object interaction hints to predict the semantic tags of reposts. To evaluate our system, 38 participants were recruited and 2,035 reposts were captured during an eight-week period. Experiments on this dataset showed that our approach to flier grouping is effective and the proposed features are useful for flier category/semantic tagging. Â© 2002-2012 IEEE.","cross-space reposting; data grouping and selection; interaction-based semantic tagging; Participatory sensing; urban sensing",,"Institute of Electrical and Electronics Engineers Inc.",,,,,"Article","Scopus"
"Design Guidelines for Business Intelligence Tools for Novice Users","Smuts M., Scholtz B., Calitz A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959431827&doi=10.1145%2f2815782.2815788&partnerID=40&md5=f2fc28815d0aff703770f63999be4d67",2015,"ACM International Conference Proceeding Series","The use of interactive dashboards has become a popular technique to aid users in Business Intelligence (BI) analysis and data discovery. The increase in the number of BI platforms on the market is driven by the expanding end-user population. A wider range of novice users, such as business users with minimal Information Technology (IT) or data science skills, are demanding BI tools that support rapid and easy dashboard development. Dashboard development is often a tedious process, involving a number of developers and software tools. Self-service BI tools are becoming prominent environments in which novice users can fulfil their BI requirements without the intervention of IT experts. However, the usability of BI tools has not fully matured to a level where novice users can utilise its features efficiently and effectively without the assistance from IT experts. Limited research has been conducted regarding usability criteria specific to BI tools that support novice users. The purpose of this paper is to expand on existing BI usability criteria for supporting novice users with their data analysis activities. Furthermore, the study proposes a set of design guidelines that can be used as a reference for designing, evaluating and selecting BI tools that aid novice users. Evaluations were carried out on current BI tools to investigate its usability and the extent to which these tools follow the proposed guidelines. Additionally, a field study was conducted with novice users to evaluate the difficulties of current BI tools. This study is concerned with the design of front-end features and usability of BI tools and not on the design of dashboards itself. The results indicated that the proposed design guidelines can be effectively used to select a BI tool for novices. Â© 2015 ACM.","Business intelligence; Dashboards; Design guidelines; Information Visualisation; Novice users","Amazon Development Centre Cape Town;IBM South Africa;Information Science Department and the Centre for AI Research at Stellenbosch University;Meraka Institute of the Council for Scientific and Industrial Research (CSIR);Microsoft South Africa;OutSystems South Africa","Association for Computing Machinery","2015 Annual Research Conference of the South African Institute of Computer Scientists and Information Technologists, SAICSIT 2015","28 September 2015 through 30 September 2015",,118802,"Conference Paper","Scopus"
"Identifying Renaming Opportunities by Expanding Conducted Rename Refactorings","Liu H., Liu Q., Liu Y., Wang Z.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942323643&doi=10.1109%2fTSE.2015.2427831&partnerID=40&md5=0f60862fcefb27520a2ca7a172b93895",2015,"IEEE Transactions on Software Engineering","To facilitate software refactoring, a number of approaches and tools have been proposed to suggest where refactorings should be conducted. However, identification of such refactoring opportunities is usually difficult because it often involves difficult semantic analysis and it is often influenced by many factors besides source code. For example, whether a software entity should be renamed depends on the meaning of its original name (natural language understanding), the semantics of the entity (source code semantics), experience and preference of developers, and culture of companies. As a result, it is difficult to identify renaming opportunities. To this end, in this paper we propose an approach to identify renaming opportunities by expanding conducted renamings. Once a rename refactoring is conducted manually or with tool support, the proposed approach recommends to rename closely related software entities whose names are similar to that of the renamed entity. The rationale is that if an engineer makes a mistake in naming a software entity it is likely for her to make the same mistake in naming similar and closely related software entities. The main advantage of the proposed approach is that it does not involve difficult semantic analysis of source code or complex natural language understanding. Another advantage of this approach is that it is less influenced by subjective factors, e.g., experience and preference of software engineers. The proposed approach has been evaluated on four open-source applications. Our evaluation results show that the proposed approach is accurate in recommending entities to be renamed (average precision 82 percent) and in recommending new names for such entities (average precision 93 percent). Evaluation results also suggest that a substantial percentage (varying from 20 to 23 percent) of rename refactorings are expansible. Â© 2015 IEEE.","Code Smells; Identification; Refactoring Opportunity; Rename; Software Refactoring",,"Institute of Electrical and Electronics Engineers Inc.",,,,,"Article","Scopus"
"Implementation of Multimodal Interactive Continuous Scoring for 3D Quality of Experience","Kang J., Kim T., Lee S.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957428200&doi=10.1007%2fs11277-015-2680-z&partnerID=40&md5=762ca32c86c39ad5818a5fc2a46d3618",2015,"Wireless Personal Communications","When watching videos in 3D space, viewers perceive dynamic levels of quality of experience accompanied by visual immersion. To measure these dynamics, a reliable methodology is needed to gauge subjective viewer experience. This paper proposes a new methodology called multimodal interactive continuous scoring of quality (MICSQ). MICSQ is comprised of device interaction processes between the 3D display and tablet assessment tool and human interaction processes between the subject and tablet. When MICSQ device interaction takes place over wireless network protocols, such as TCP/IP or Bluetooth, it efficiently handles the diverse viewing environment. Therefore, there is a high degree of freedom to perform subjective assessment in certain viewing environments in terms of multimodal cues (aural and tactile senses), diverse illumination conditions including darkness, handheld portability over wireless networks, and real-time recording. Moreover, it is also possible for multiple subjects to simultaneously perform assessments in a large space, such as a movie theater. For the simulations, the server application in the 3D display was developed in Java, and the tablet device client application was developed with a mobile software development kit and functions optimally in commercial tablets. The experimental results demonstrate that MICSQ shows a higher reliability than the conventional single stimulus continuous quality evaluation method through the proposed implementation on a commercial tablet PC. Â© 2015, Springer Science+Business Media New York.","3D QoE; Interactive continuous quality evaluation; Mobile assessment device; Visual discomfort; Wireless quality assessment",,"Springer New York LLC",,,,,"Article","Scopus"
"Crowd debugging","Chen F., Kim S.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960393115&doi=10.1145%2f2786805.2786819&partnerID=40&md5=b989d9a2a1cb36798ea196dae432e413",2015,"2015 10th Joint Meeting of the European Software Engineering Conference and the ACM SIGSOFT Symposium on the Foundations of Software Engineering, ESEC/FSE 2015 - Proceedings","Research shows that, in general, many people turn to QA sites to solicit answers to their problems. We observe in Stack Overflow a huge number of recurring questions, 1,632,590, despite mechanisms having been put into place to prevent these recurring questions. Recurring questions imply developers are facing similar issues in their source code. However, limitations exist in the QA sites. Developers need to visit them frequently and/or should be familiar with all the content to take advantage of the crowd's knowledge. Due to the large and rapid growth of QA data, it is difficult, if not impossible for developers to catch up. To address these limitations, we propose mining the QA site, Stack Overflow, to leverage the huge mass of crowd knowledge to help developers debug their code. Our approach reveals 189 warnings and 171 (90.5%) of them are confirmed by developers from eight high-quality and well-maintained projects. Developers appreciate these findings because the crowd provides solutions and comprehensive explanations to the issues. We compared the confirmed bugs with three popular static analysis tools (FindBugs, JLint and PMD). Of the 171 bugs identified by our approach, only FindBugs detected six of them whereas JLint and PMD detected none. Â© 2015 ACM.","Crowd debugging; Crowd sourcing; Debugging","Association for Computing Machinery Special Interest Group on Software Engineering (ACM SIGSOFT)","Association for Computing Machinery, Inc","10th Joint Meeting of the European Software Engineering Conference and the ACM SIGSOFT Symposium on the Foundations of Software Engineering, ESEC/FSE 2015","30 August 2015 through 4 September 2015",,118131,"Conference Paper","Scopus"
"Everything as a Service (XaaS) on the Cloud: Origins, Current and Future Trends","Duan Y., Fu G., Zhou N., Sun X., Narendra N.C., Hu B.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960153644&doi=10.1109%2fCLOUD.2015.88&partnerID=40&md5=b38f81c01ad5c94f48abdd3ab67fb335",2015,"Proceedings - 2015 IEEE 8th International Conference on Cloud Computing, CLOUD 2015","For several years now, scientists have been proposing numerous models for defining anything 'as a service (aaS)', including discussions of products, processes, data &amp; information management, and security as a service. In this paper, based on a thorough literature survey, we investigate the vast stream of the state of the art in Everything as a Service (XaaS). We then use this investigation to explore an integrated view of XaaS that will help propose approaches for migrating applications to the cloud and exposing them as services. Â© 2015 IEEE.","Anything as a Service; Cloud computing; Everything as a Service; SOA","IEEE Computer Society Technical Committee on Services Computing (TC-SVC);Services Society (SS)","Institute of Electrical and Electronics Engineers Inc.","8th IEEE International Conference on Cloud Computing, CLOUD 2015","27 June 2015 through 2 July 2015",,116940,"Conference Paper","Scopus"
"CodeAware: Sensor-Based Fine-Grained Monitoring and Management of Software Artifacts","Abreu R., Erdogmus H., Perez A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84951805742&doi=10.1109%2fICSE.2015.192&partnerID=40&md5=7d9cf8c0544935b910f13d38347530e5",2015,"Proceedings - International Conference on Software Engineering","Current continuous integration (CI) tools, although extensible, can be limiting in terms of flexibility. In particular, artifact analysis capabilities available through plug in mechanisms are both coarse-grained and centralized. To address this limitation, this paper introduces a new paradigm, Code Aware, for distributed and fine-grained artifact analysis. Code Aware is an ecosystem inspired by sensor networks, consisting of monitors and actuators, aimed at improving code quality and team productivity. Code ware's vision entails (a) the ability to probe software artifacts of any granularity and localization, from variables to classes or files to entire systems, (b) the ability to perform both static and dynamic analyses on these artifacts, and (c) the ability to describe targeted remediation actions, for example to notify interested developers, through automated actuators. We provide motivational examples for the use of Code Aware that leverage current CI solutions, sketch the architecture of its underlying ecosystem, and outline research challenges. Â© 2015 IEEE.",,"Association for Computing Machinery Special Interest Group on Software Engineering (ACM SIGSOFT);IEEE Computer Society Technical Council on Software Engineering (TCSE)","IEEE Computer Society","37th IEEE/ACM International Conference on Software Engineering, ICSE 2015","16 May 2015 through 24 May 2015",,116104,"Conference Paper","Scopus"
